0,Band_Aid,d4c9180a46cf401fa24fa3afe9237a43
0,Band_Aid,655444d3fcdc4eef9cfc993daeb4fa37
0,Band_Aid,dc19a68329ab435fa32344269e5a27dc
0,Band_Aid,e9fe70b8fc094d26a08bb4b8c1c37518
0,Band_Aid,6381d903bfee46dfa66e285f9717d087
0,Band_Aid,77f578670b59423b98e5ad9965560b9e
0,Band_Aid,56d77628e4f8461cb47f3bceb610397e
0,Band_Aid,32d5faef157f488fb146f46ec4a7ffab
0,Band_Aid,ea0cf48616e34708b73c82eb7c7366ca
1,Bible,ee7660359dda4c90990cb7440211b873
1,Bible,3e5393bd35e34531a576e22d45611060
1,Bible,f5bf29193be44caaad2df1db3db44871
1,Bible,adde1e2669d14286843bc9f1cff9ae45
1,Bible,f0ed46d723dd441bb592d715db241097
1,Bible,9d3007d40ca84bb7baec1f1a04e0f08d
1,Bible,797e7c7f61104b6785c3bd0fdb99c74d
1,Bible,149d47c6c27648a6af26d6c912c03826
1,Bible,8257772b0e2f408ba269264855dfea00
1,Bible,e7b30aa0ad754744bb5344bc86bf794a
1,Bible,a077fd75db084974b273675dd6c5db69
1,Bible,14cb3dea14864901af33816436a50b53
1,Bible,604fd1202d9c4ef296e56dd7be91f9ca
1,Bible,b8a709a4b82a4fb7b545fe178f8f46df
1,Bible,8659627809a54d75ab1b81c29d9a4c56
1,Bible,2c484a78361a432ca974589a88ccd9f1
1,Bible,10965a1ebcd64aa8b5dbafce0c7926a2
1,Bible,5247b702b0eb464fafa4fe80ea2a6f07
1,Bible,bb15db3af44f49108442bd6af9954822
1,Bible,f90b711de42044159cd2c59902711b54
1,Bible,b03049ca14c3490a9949796d31562736
1,Bible,5b46a4763f88446b98b43f63549f8e8d
1,Bible,4c6aae2ee5f04cf99c9cf417122c4b91
1,Bible,2da0cd17ef9f46359d29776202c283db
1,Bible,76d1eb497c5241bca27a96fb0083e40e
1,Bible,9a5f0ba304d04497b6382da6377d8262
1,Bible,091e139f26554be4844712ab50f8ad2a
1,Bible,ee91cf6dcab740efb0b04449a6b5b20e
1,Bible,c847a6d2912643cd96e1ada74beea902
